OTUID,Taxon,Confidence
4ba12fefb91f8219cc9e12f5790a5322,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999843408
4ba29f1550cac30a383f20698ead1daf,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,0.999988173
4bb96d7ec191f9f114463f425bca5f72,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__,0.988655058
4bccbdb96fb331b5bd8aec33cbb8a34e,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter,0.999999979
4bcf61a7c6e38ee3264ff7654b83cebb,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__,1
4bdd0f5cced923b99403ad52e919c732,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999968
4be4c7b344fb58f97cd45e97a3587d15,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__,0.999891026
4bec907c5c52d95f0cdd7b27574551e6,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__,0.999999532
4bf55de613a92dd896c0595335c2d0b2,Unassigned,0.942634282
4c1881ff5acb7c9f31175883859939cc,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria,0.999999999
4c606c6bd029c4b086891f2af6f9d324,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.999999993
4c995d3db33afbd45fe542f173979dc5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__,0.999971173
4c99ba16f4b96ba46930cfb606c5246e,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.854007631
4ca504a78711ac0f30ea43c189741ad0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.99986176
4cae948831490ef7b755754d5490f659,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.999059006
4cba486150b07248af974377c92be91f,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenella; s__,0.99920363
4cc432d3cf68ebd1181aa00ef09e07b0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis,0.999997567
4ccda27d9c32a24f0cccbfccef0157e5,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Shigella; s__flexneri,0.715610887
4cd66da15ae97fd8bfed8c361806862e,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.999999999
4ce31ad5678f8d1984c2fb93ae0b1c96,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999999999
4d1dd1ab6d69c263ce76517dcdfaf4a9,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,0.999954545
4d6eb4f4fc61d5c115ee07a6d8aa69fa,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.99999996
4d728686954217dab770e832cf5aefb3,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__foraminis,0.737481343
4d86e0678785da3081e4b6f4fd3b9516,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma; s__,0.999999542
4da7382e35b2b29310798825e4ce8cba,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.910293166
4dd2a0af2c93678a2c272dbaabdc4f0b,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__,0.987769726
4df809abf3b705fd001bd802c8d80e54,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999092
4e4cacfe38dc0bec509e03003cf6560b,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__sciuri,0.999345215
4e4cb4b7b01e5cad814e0c78c54bd4d4,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__C21_c20,0.999907113
4e95330310b5c1c03b93e266efbd8485,k__Bacteria,0.932636187
4ea954266247d7ccc4aefe3402216861,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.999979034
4eae78dc4f76a0b76e888032f2430302,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.9999493
4eb6ae4fa55666ca716c32af0881e3b8,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.855912186
4eb82c49dbcfd98bcd709a8109b42aa3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__,0.851399696
4ed52398918c3276815f4fb4e9b52c01,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__,0.999998548
4edae113b038a07308110f3a5373f28d,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.957710137
4edb6a8b9e2fa2b4a265822b53df5707,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999574056
4f10c5d3a3bc951c29d021c26d6c67d3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999929
4f1a1ff7e73ea253372d60fd6ddc5453,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,0.969512987
4f1d71f46b560956635734e46f609192,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__,1
4f3622ba47b96d615b59edafafde3fdd,k__Bacteria,0.939786915
4f3f4e7fe9692e43d7c7ce8cf60b14f1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.992221977
4f42027663b8c2bad9ef2cb9f3bd0c15,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.987042765
4f44782d2e9483b14e4b8b3edc66c612,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,0.999999955
4f5906e818543f2033a592cd221fbb4b,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.844766124
4f6d3d640a4f02f6f51f5357b9e2d812,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens,0.972734457
4f8a48f1545d27e7eaeb70a11546c9f4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.795083177
4fa9336955fb159120b7cc21c7fb59b3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999718319
4fbee3bd95dc9f157d4ade161ad29ea6,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__,0.999706357
4ff4f5fa30a1f520e24bd9919a38daf1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerofilum; s__,0.734385038
4ffc8bbf6de70b7fc5741e676e5dc159,k__Bacteria,0.949269278
503d40014ee4e3b2c041fdb4521d4fd8,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.938174423
508ad793881f60d3fd2940c1a6d7aba4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.987868061
50935370327b2c7621fb3bf842aff307,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus,0.999821199
50e5099ef757a1e94c17700d577ee4c3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.999999824
512c38bb2b7b6b6da50ae532d4147618,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__,1
51398e9dad5fce4dd2c577a8c6896f38,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.731370009
51896e5e832a4f0a0d37a5a31daecb9e,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999999996
5193a09b278af4704714a9a480b56335,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999131997
5195df328a1ac23ea730af565fa45781,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__genosp.,0.999611785
5196d8865dba02ea0d5d0a94038611d7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.803404992
51c1659c1498251c9711b2ef13878d83,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.957649003
51cec441a60e6960087eb37e2a354b61,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.968060518
522bd9efd6db63416a2b6c185818c244,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999909
522f9ee146de80f56164f8674c37d758,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__,1
52335cd5ba68401f2e339191306976e0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.985193755
524008b7dde30a14326f6ff991210b18,k__Bacteria; p__Firmicutes,0.923509879
52487f847e56ea685a52711f85e9f663,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus; s__vulcani,0.754718251
5292d2590a7746eaf425c5459bdc8712,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.997477817
52a29df9083ea673e0a1aa306e02a034,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,0.947744871
52a44013a743c006ae6b79c1c4a7082e,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.978679978
52aaa79de05ce7a2308a58495a26bef7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.770413956
52c08af84d123f2dde2bb2677e30346f,k__Bacteria,0.921863021
52d3527b15fb72c4a3ec6545c41eb64e,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.98613162
52de03b34ffed38920216b004f047a75,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__,0.999801138
52e28db0da9cb2605acacd2beab9a442,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.965885884
52e3cb0935a827c84c1e61f13bbf45d5,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__lwoffii,0.995319624
5322886a2bc091233ff3b3265ea2fbfa,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.995345739
533db2299957bdb0692f455901f882f8,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.999989344
53435ceffb58bb6b2bf75b003398fd8d,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.938187166
535aaf6ecde31b9aff6f19d3144a2a9a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999428257
539f049bd3eae43fe41be294bfa6b8b5,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__,0.99999806
53cdd3bb135836001114532e68b29c93,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.999954529
53cddc49fabbdf696366a78df2558656,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__,0.999942328
544d40245e7eec51c160bb3a26566049,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999999999
5454b34d3dddac03c2c4deebe74670ab,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Caldicoprobacteraceae; g__Caldicoprobacter; s__,0.999943395
547bcb1243b37f02745c31f0eb197e2b,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__,0.999999999
54b8ca1a634942ca0ef6b3fb42614036,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,0.735616572
54d9ceb6a24489bd276b726ac824cc55,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.931370697
54e3f8369dd2263b6ca12b9492fe419d,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.777420603
54e5dfab8e4479ec57faff86b07245f0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__,0.999412651
54ea2bae0600e5c4e03c18224a17667b,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.995257447
552c0ac97153fbd09dc1ec7a13de2df7,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis,0.999998065
5554774949e909ef2a1b9ab405e6b314,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.905947059
55684b5fb20eda4d1af5181250880b34,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__,0.999949397
55910270f6d8063c9855822f349320af,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.960892662
5594da9691830aec15acc165b87ea2ae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens,0.782684141
55ba47f30bee6f3137284645293c9dda,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999945
55bfb2bcd8927eb6606df96d2643c987,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus,0.999999836
55d263941c18518b38080c592892c949,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.997803485
55ec3a0485ebdeb3eff14150e3a2cd5f,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.999921378
56000d16ead1c4ce2498ed0fded71468,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira,0.869294334
561e055b53a466c7ef7f13e57b4cefe7,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999998234
5623a8884dbd72363b09eb05af7f61f5,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.973815411
564641f288ea5f495d66712041300b44,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus,0.958309741
56479c40d26f26c5d5e7eb14498b90ab,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.856898044
56806093f1e8cd1ddcacbfd93a7678d4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.999860567
56f38e3ae97739911a391dcbc300af6e,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.956416753
570ebf54eef0494338ab80255cbb8fd0,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales,0.999916857
57273e0d47cf3ed1c2679c0a9ce830dc,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.999912521
572ab97364a41d89216cad8aea97d4cd,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,0.999971798
577e286672fb94fc8cbabc67cc18bf2f,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.994860463
57874f7d33e77f29670952b1cec0b232,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.999999939
578ef231a61142480dcf905560601ef2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,0.999983692
579208af46feea5112bfbdb11a15e600,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.772800402
57bf6871b5baa4dc06362ae93cc31120,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,0.999725062
57c730f4ef66736bfdbd3e0e53533e0a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.974679188
581cba661e2ea1e735eb65f9bc0858bf,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999999985
5842fb35cb0a50b6b15a8b6d267e2ba7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.988491615
5848aff5a9b69e9e5a5d743f9843c05f,k__Bacteria,0.942070092
584961909f213ca5a58f55dcceab5e66,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.74655639
5864cf6d2ea5d5af7d37d77c3fff7095,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Facklamia; s__,0.992565545
587e5a487daff058b1f531372dc06d25,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.99974111
588706b0ddbcf67a0b82af2c39ec6f41,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.702251313
58de20a5c30157a40e4ed693769f9c38,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999162
58f0c92008c9ce502c9a598d417d7c8d,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales,0.999834497
58fca053c4fdaa06d81606ddb7744302,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.991329692
59219e198dc658286639480c24fa5977,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria,0.999999999
592b19b91910c7d13ead34e0a6e2c194,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.999678034
59648169551be2dde1a60c28cb9e49b4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.997084709
596af7e0c83b8b132d24f48fa1bf2419,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999925
5972d64ad7404bddc5955704b4d9e959,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,1
599e9b844f3d471b1a9339ae0f68b3d3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.873445436
59af5feb45f45d797883be1c67a67249,Unassigned,0.927831844
59bbbfd73e87813a5dc6d7091caa28fd,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.879488565
59e29af751f3fc9a466fb6fb8569b0d2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.985869267
5a10fbf1995eec0c6edb29bb471797c0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,1
5a2f127b35756159c6067ad886b357be,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.70978637
5a3b2c0eb77242c6e69bc853049c08a8,k__Bacteria,0.942224994
5a511d747ecaf42b3bb2dc6682bfece3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum,0.999996191
5a5ba5c3b2c4d99052ea479a734bc934,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__,0.993933132
5a6289b8068d8b7722dafb10cc3d0b76,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.947236332
5a6d985ea02b0b780e503c8f6599e6b7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.934603692
5a794d7960ae2ae7b1618b84860115e0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.890237548
5a8add637bd4698a522f593e2dfa0c19,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,1
5aa60d3b3f0ce15d4097877f938bd5a8,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.99726214
5ac3b03df98e30c8b0a5be3dcb95c8c8,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__,1
5accad0753035b3ba947447e1ac97b32,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__,0.814081776
5b110bff15d5501fd0e216117bc93393,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea,0.721033673
5b3eccee29294748b1dafa6fe2ae2f73,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.999999726
5b66f3fca59b461778bc9047f49f8f9b,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.994298379
5b95c8aee32012ea3c842e4fdbd4d137,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae,0.999469136
5b9a6dbfc952e746732fc2d8d850487d,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__parainfluenzae,0.960303159
5bb3a12419960edcb206747aa15b427c,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999992106
5bb62555c5017440b2dce60ab510cd12,k__Bacteria,0.962629728
5bde187fd5ee18420a3ecea0af892f11,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.999996846
5beb04dd443a70676c7abcb1fa9ed669,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Tetragenococcus; s__halophilus,0.997306727
5bffafce04b621940042dd8ed4eff1e5,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.999999859
5c0b43a1ab1e62e3373713d9e7c53c3e,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.973975774
5c198af7453aa0993f23a349525d7bd2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999362698
5c2fb39ee9794f51e54b7253fb6fb57a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.99989211
5c3d14b6715dd3060b60af0b9c30f9cd,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__,0.99994299
5c4c361695cb59f119cdf583d315aee9,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.999999839
5c5b85daf7e1b56e4e0d8d6da1294893,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum,0.999999652
5c676971808f0efb54f9136a889fdc19,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.999014929
5c78314ff92e6fec9aa07acc1fa0dc24,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bradyrhizobium; s__,0.934643733
5cae8d12b563893dad757a068fef6acb,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.845258421
5cafa7f776ffc9e8fe9041460ad0211b,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.99934837
5cd79e533c46e90d166b46a02cb6f6d1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__johnsonii,0.931215033
5cd83c5713c80e75cb912d55a8ead844,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__Kineococcus; s__,0.99983488
5ce5fd28e4e11f1a1500ea33de61e0ff,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.99698781
5cf70ce47afa2a3b82feeb0054b079f8,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.82686689
5cfb115fe183d9aa7151598401bb65bc,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.703300461
5cffc4f803484d5d7d1c76ea6a0bf546,k__Bacteria,0.933243041
5d02450d6d135a42a76b9cebd8aeca1b,k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__,0.999999463
